"","DE_Incr_ARHGEF10_cntrl","DE_decr_ARGHEF10_cntrl","FC_incr_ARHGEF10_cntrl","FC_decr_ARGHEF10_cntrl","MiaPACA2_EV","MiaPACA2_EV.Detection_Pval","MiaPACA2_ARHGEF10","MiaPACA2_ARHGEF10.Detection_Pval","Hs766T_shGFP","Hs766T_shGFP.Detection_Pval","Hs766T_shARHGEF10","Hs766T_shARHGEF10.Detection_Pval","Symbol","n"
"AVPR2",192.8,-230.7,2.57903357903358,0.380171950564213,122.1,0.03103,314.9,0.06207,372.2,0.02414,141.5,0.12069,"AVPR2",1
"AWAT2",159.6,-118.4,2.54352030947776,0.512556607657472,103.4,0.83448,263,0.72069,242.9,1,124.5,0.50345,"AWAT2",1
"AXIN1",2630.8,-3672.05,12.7184855233853,0.107208849987843,224.5,0,2855.3,0,4113,0,440.95,0.001725,"AXIN1",2
"AXIN2",1522.6,-4345.3,9.52519596864502,0.0681520876670026,178.6,0,1701.2,0,4663.1,0,317.8,0,"AXIN2",1
"AXL",2065,-2895.5,11.1674052191039,0.101027663075538,203.1,0,2268.1,0,3220.9,0,325.4,0,"AXL",2
"AXUD1",17687.6,-9625.3,4.86031995460399,0.125171551920018,4581.9,0,22269.5,0,11002.5,0,1377.2,0,"AXUD1",1
"AZGP1",157.2,-197.6,2.20830130668716,0.370098820529168,130.1,0.00345,287.3,0.3,313.7,0.32414,116.1,0.86207,"AZGP1",1
"AZI1",3720.6,-4115.85,4.66959266199822,0.278237615081105,1013.9,0,4734.5,0,5702.5,0,1586.65,0.001725,"AZI1",2
"AZI2",5500.1,-6462.4,30.8593919652552,0.0350594278205817,184.2,0,5684.3,0,6697.2,0,234.8,0,"AZI2",1
"AZIN1",11124.2,-14470.4,7.93788200074841,0.191818999268357,1603.4,0,12727.6,0,17904.9,0,3434.5,0,"AZIN1",3
"AZU1",1109.7,-221.3,8.98920086393088,0.350264239577217,138.9,0,1248.6,0,340.6,0.12069,119.3,0.68966,"AZU1",1
"B2M",10534.35,-11271.8,3.65415721844293,0.414759009558621,3969,0,14503.35,0,19260.1,0,7988.3,0,"B2M",2
"B3GALNT1",200.866666666667,-7630.63333333333,2.4478616049976,0.0871647433187919,138.733333333333,0.0287366666666667,339.6,0.286206666666667,8359.26666666667,0,728.633333333333,0,"B3GALNT1",3
"B3GALNT2",7178.5,-5918.6,3.43347232109563,0.350596341851458,2949.9,0,10128.4,0,9113.9,0,3195.3,0,"B3GALNT2",1
"B3GALT1",218.7,-212.9,2.82098251457119,0.38254060324826,120.1,0.06897,338.8,0.01379,344.8,0.1,131.9,0.3069,"B3GALT1",1
"B3GALT2",124.2,-186.9,1.91592920353982,0.419384902143523,135.6,0,259.8,0.8069,321.9,0.23448,135,0.25517,"B3GALT2",1
"B3GALT3",118,-292,2.09972041006524,0.32780847145488,107.3,0.63448,225.3,0.99655,434.4,0.01034,142.4,0.11034,"B3GALT3",1
"B3GALT4",407.3,-2442.6,4.29797570850202,0.172084194827645,123.5,0.02069,530.8,0,2950.3,0,507.7,0,"B3GALT4",1
"B3GALT5",166.466666666667,-1439.73333333333,2.56306729264476,0.0997165249291312,106.5,0.677013333333333,272.966666666667,0.562073333333333,1599.2,0.0505733333333333,159.466666666667,0.313793333333333,"B3GALT5",3
"B3GALT6",7242.9,-5041.3,7.2037687366167,0.349081330940361,1167.5,0,8410.4,0,7744.9,0,2703.6,0,"B3GALT6",1
"B3GALTL",6672.6,-6849.7,5.57842733635241,0.354733262366584,1457.4,0,8130,0,10615.3,0,3765.6,0,"B3GALTL",1
"B3GAT1",497.266666666667,-151.533333333333,5.55233445224291,0.483232920313743,109.233333333333,0.51609,606.5,0.22184,293.233333333333,0.641383333333333,141.7,0.221836666666667,"B3GAT1",3
"B3GAT2",165.7,-191,2.59173871277618,0.378659726740403,104.1,0.79655,269.8,0.5931,307.4,0.37931,116.4,0.82414,"B3GAT2",1
"B3GAT3",3361.2,-9195.6,11.4612511671335,0.104850720842622,321.3,0,3682.5,0,10272.7,0,1077.1,0,"B3GAT3",1
"B3Gn-T6",166.7,-176.1,2.21324599708879,0.433762057877814,137.4,0,304.1,0.12414,311,0.34138,134.9,0.25862,"B3Gn-T6",1
"B3GNT1",973.9,-771.8,3.72267263069611,0.50990601981204,357.7,0,1331.6,0,1574.8,0,803,0,"B3GNT1",1
"B3GNT2",10700,-9794.7,12.1041926110419,0.0882799192039542,963.6,0,11663.6,0,10743.1,0,948.4,0,"B3GNT2",1
"B3GNT3",167.7,-744.1,2.27045454545455,0.19040365575019,132,0,299.7,0.15862,919.1,0,175,0.00345,"B3GNT3",1
"B3GNT4",445.8,-232.3,4.98035714285714,0.385449735449735,112,0.34828,557.8,0,378,0.01724,145.7,0.06897,"B3GNT4",1
"B3GNT5",422,-972.9,4.08931185944363,0.169242592434463,136.6,0,558.6,0,1171.1,0,198.2,0.00345,"B3GNT5",1
"B3GNT6",12620.9,-12705.1,9.63617079512796,0.249085374863323,1461.4,0,14082.3,0,16919.5,0,4214.4,0,"B3GNT6",1
"B3GNT7",154.3,-626.1,2.33477508650519,0.367511869885847,115.6,0.17241,269.9,0.58621,989.9,0,363.8,0,"B3GNT7",1
"B3GNT8",209,-215.2,2.86440677966102,0.341090018371096,112.1,0.34483,321.1,0.02414,326.6,0.20345,111.4,0.94828,"B3GNT8",1
"B3GNT9",949.2,-2441.2,5.91813471502591,0.140119760479042,193,0,1142.2,0,2839,0,397.8,0,"B3GNT9",1
"B3GNTL1",228.8,-222.9,3.05385996409336,0.355407750144592,111.4,0.38966,340.2,0.01379,345.8,0.09655,122.9,0.56552,"B3GNTL1",1
"B4GALNT1",3064.5,-1529.8,11.1473509933775,0.105589335827877,302,0,3366.5,0,1710.4,0,180.6,0.00345,"B4GALNT1",1
"B4GALNT2",200.9,-190.4,2.98321816386969,0.380813008130081,101.3,0.90345,302.2,0.14138,307.5,0.37586,117.1,0.80345,"B4GALNT2",1
"B4GALNT3",499.2,-218,4.37525354969574,0.361078546307151,147.9,0,647.1,0,341.2,0.11724,123.2,0.55517,"B4GALNT3",1
"B4GALNT4",4129.7,-159.1,26.810625,0.484445884640311,160,0,4289.7,0,308.6,0.36552,149.5,0.05517,"B4GALNT4",1
"B4GALT1",4497.9,-13327.8,20.7970950704225,0.0646107633137756,227.2,0,4725.1,0,14248.4,0,920.6,0,"B4GALT1",1
"B4GALT2",2767.2,-1767.7,8.34589859304486,0.2930802351467,376.7,0.0758633333333333,3143.9,0,2500.56666666667,0,732.866666666667,0.0540233333333333,"B4GALT2",3
"B4GALT3",3719.9,-4611.8,3.55522736639648,0.272299802761341,1455.8,0,5175.7,0,6337.5,0,1725.7,0,"B4GALT3",1
"B4GALT4",9227.6,-8638.6,11.6566578126804,0.0913862286943397,865.9,0,10093.5,0,9507.45,0,868.85,0,"B4GALT4",2
"B4GALT5",10519.5,-11072.4,4.75267551369863,0.446543269735428,2803.2,0,13322.7,0,20005.9,0,8933.5,0,"B4GALT5",1
"B4GALT6",919.7,-3684,6.83565989847716,0.0974570042628252,157.6,0,1077.3,0,4081.8,0,397.8,0,"B4GALT6",1
"B4GALT7",4252.8,-5857.3,20.0026809651475,0.0859251860984098,223.8,0,4476.6,0,6407.9,0,550.6,0,"B4GALT7",1
"B9D1",11696.4,-8031.9,10.8355196770938,0.252749195244032,1189.2,0,12885.6,0,10748.6,0,2716.7,0,"B9D1",1
"B9D2",2510.6,-3823.7,7.79458728010825,0.138612300067583,369.5,0,2880.1,0,4439,0,615.3,0,"B9D2",1
"BAALC",177.7,-460.4,2.49831365935919,0.621443841473442,118.6,0.39138,296.3,0.30345,1216.2,0,755.8,0,"BAALC",2
"BAAT",368.2,-371.9,4.26129317980514,0.251860792597063,112.9,0.28966,481.1,0,497.1,0.0069,125.2,0.48276,"BAAT",1
"BACE1",2706.85,-3696.85,8.73606744784224,0.174423278769066,349.9,0,3056.75,0.006895,4477.9,0.00517,781.05,0.02931,"BACE1",2
"BACE2",8852,-8228.1,15.5892047795632,0.155108767642332,606.75,0,9458.75,0,9738.65,0,1510.55,0,"BACE2",2
"BACH1",3703.03333333333,-4257.43333333333,8.08443339072763,0.265596789217659,522.7,0,4225.73333333333,0,5797.13333333333,0,1539.7,0.01954,"BACH1",3
"BACH2",205.933333333333,-184.8,2.75661074779642,0.431617797826533,117.233333333333,0.15632,323.166666666667,0.05632,325.133333333333,0.27816,140.333333333333,0.243676666666667,"BACH2",3
"BAD",4066.4,-4872,15.0091869545246,0.163413656917177,290.266666666667,0.00459666666666667,4356.66666666667,0,5823.66666666667,0,951.666666666667,0.00344666666666667,"BAD",3
"BAG1",4267.5,-6987.5,18.4254797876684,0.08984929597645,244.9,0,4512.4,0,7677.3,0,689.8,0,"BAG1",1
"BAG2",2410.3,-4086,16.0361821584529,0.0497674418604651,160.3,0,2570.6,0,4300,0,214,0,"BAG2",1
"BAG3",14643.5,-13047.9,3.26231306389816,0.564035310470183,6472.8,0,21116.3,0,29928.8,0,16880.9,0,"BAG3",1
"BAG4",4134.4,-7438,13.2048708487085,0.124467358805942,338.75,0,4473.15,0,8495.4,0,1057.4,0,"BAG4",2
"BAG5",3570.625,-3562.5,6.48967982472998,0.196082524244459,650.425,0.039655,4221.05,0.081035,4431.425,0.02069,868.925,0.135345,"BAG5",4
"BAGE",165.2,-254.2,2.42168674698795,0.332633237070097,116.2,0.15172,281.4,0.36897,380.9,0.01724,126.7,0.44138,"BAGE",1
"BAGE2",283.2,-251,3.55826558265583,0.356245191074635,110.7,0.41724,393.9,0.00345,389.9,0.01379,138.9,0.16552,"BAGE2",1
"BAGE3",177.4,-175.8,2.84984358706986,0.409869083585096,95.9,0.98621,273.3,0.54138,297.9,0.56552,122.1,0.58966,"BAGE3",1
"BAGE4",179.5,-189.5,2.63479052823315,0.375617792421746,109.8,0.48621,289.3,0.27241,303.5,0.44483,114,0.92759,"BAGE4",1
"BAGE5",298.5,-313.6,3.46287128712871,0.313935681470138,121.2,0.04483,419.7,0,457.1,0.01034,143.5,0.0931,"BAGE5",1
"BAHCC1",321,-532.6,3.80104712041885,0.172338772338772,114.6,0.21034,435.6,0,643.5,0,110.9,0.95517,"BAHCC1",1
"BAHD1",488.6,-462.9,5.31625441696113,0.253507498790518,113.2,0.26897,601.8,0,620.1,0,157.2,0.01724,"BAHD1",1
"BAI1",300.233333333333,-217.5,3.50263962211725,0.374520705521472,119.966666666667,0.270116666666667,420.2,0.00689666666666667,347.733333333333,0.231033333333333,130.233333333333,0.405746666666667,"BAI1",3
"BAI2",2052.6,-1258.4,15.1656314699793,0.11907595379769,144.9,0,2197.5,0,1428.5,0,170.1,0.01034,"BAI2",1
"BAI3",142.1,-174.6,2.23030303030303,0.40793489318413,115.5,0.17241,257.6,0.84138,294.9,0.60345,120.3,0.65172,"BAI3",1
"BAIAP2",1508.88,-2377.26,8.73467295468526,0.117441342441342,195.08,0.13931,1703.96,0.066206,2693.6,0.024828,316.34,0.215174,"BAIAP2",5
"BAIAP2L1",4452.2,-6960.1,26.1252821670429,0.0316247878231349,177.2,0,4629.4,0,7187.4,0,227.3,0,"BAIAP2L1",1
"BAIAP2L2",379.2,-604.2,4.30313588850174,0.179299103504482,114.8,0.1931,494,0,736.2,0,132,0.3069,"BAIAP2L2",1
"BAIAP3",212.7,-209,2.7636815920398,0.370102471368294,120.6,0.04828,333.3,0.01724,331.8,0.16552,122.8,0.56552,"BAIAP3",1
"BAK1",517.9,-664.1,3.83625410733844,0.260220563662694,182.6,0,700.5,0,897.7,0,233.6,0,"BAK1",1
"BAMBI",5766.2,-22323.7,19.1042386185243,0.0338486440633953,318.5,0,6084.7,0,23105.8,0,782.1,0,"BAMBI",1
"BANF1",11454.5,-14474.5,4.57149538538289,0.269868092511791,3207.2,0,14661.7,0,19824.5,0,5350,0,"BANF1",2
"BANF2",205.4,-249.4,2.79075850043592,0.344890990281061,114.7,0.2,320.1,0.03448,380.7,0.01724,131.3,0.31724,"BANF2",1
"BANK1",178,-229.2,2.47107438016529,0.366675877314175,121,0.04828,299,0.16897,361.9,0.03793,132.7,0.28966,"BANK1",1
"BANP",709.9,-1367.65,6.21410209327947,0.125487563143423,136.15,0.006895,846.05,0,1563.9,0,196.25,0.00517,"BANP",2
"BAP1",6628.1,-7591.2,46.6795313576844,0.0238030940164345,145.1,0,6773.2,0,7776.3,0,185.1,0.00345,"BAP1",1
"BAPX1",560.2,-1266.9,5.80034275921165,0.0845436809017993,116.7,0.15172,676.9,0,1383.9,0,117,0.8069,"BAPX1",1
"BARD1",12982,-15322,20.6577831617202,0.0742217710750193,660.4,0,13642.4,0,16550.4,0,1228.4,0,"BARD1",1
"BARHL1",138,-196.7,2.28252788104089,0.371565495207668,107.6,0.61724,245.6,0.95517,313,0.32759,116.3,0.83448,"BARHL1",1
"BARHL2",163.4,-110.9,2.3789029535865,0.543996710526316,118.5,0.10345,281.9,0.35517,243.2,1,132.3,0.29655,"BARHL2",1
"BARX1",159.1,-148.3,2.39806678383128,0.470167917113255,113.8,0.23448,272.9,0.54138,279.9,0.83448,131.6,0.31034,"BARX1",1
"BARX2",3679.1,-9592.3,17.3588261449533,0.0894308171324423,224.9,0,3904,0,10534.4,0,942.1,0,"BARX2",1
"BASP1",-335.6,-502.3,0.493051359516616,0.232778371773331,662,0,326.4,0.01724,654.7,0,152.4,0.04138,"BASP1",1
"BAT1",10324.6333333333,-9059.63333333333,3.445301459733,0.319014008634189,4222.23333333333,0,14546.8666666667,0,13303.7,0,4244.06666666667,0,"BAT1",3
"BAT2",15862.75,-13465.6,9.96986061240069,0.122996463485323,1768.45,0,17631.2,0,15354.1,0,1888.5,0,"BAT2",2
"BAT2D1",12474.7,-13191.7,17.0055170644085,0.0406524758739555,779.4,0,13254.1,0,13750.7,0,559,0,"BAT2D1",1
"BAT2L",7710.5,-6662.7,10.6780469436425,0.120656205044279,796.7,0,8507.2,0,7576.9,0,914.2,0,"BAT2L",1
"BAT3",9648.35,-11308.9,8.02669142815527,0.197418146075589,1373.1,0,11021.45,0,14090.65,0,2781.75,0,"BAT3",2
"BAT4",3254,-6081.9,11.6305129042796,0.138516671860393,306.1,0,3560.1,0,7059.8,0,977.9,0,"BAT4",1
"BAT5",9915.8,-12362.1,14.2564171122995,0.180498379173876,748,0,10663.8,0,15084.9,0,2722.8,0,"BAT5",1
"BATF",156.5,-184.7,2.47920604914934,0.408770806658131,105.8,0.73448,262.3,0.74138,312.4,0.32759,127.7,0.38966,"BATF",1
"BATF2",671.5,-3518.3,6.13771996939556,0.195210101333577,130.7,0.00345,802.2,0,4371.7,0,853.4,0,"BATF2",1
"BATF3",1303.3,-1195.7,9.12531172069825,0.140402588066139,160.4,0,1463.7,0,1391,0,195.3,0.00345,"BATF3",1
"BAX",3434.76666666667,-2924.5,4.53625724973403,0.176985422412337,971.3,0,4406.06666666667,0,3553.4,0.00344666666666667,628.9,0.20115,"BAX",3
"BAZ1A",8716,-7262.2,26.3077816492451,0.0437175739380053,344.4,0,9060.4,0,7594.2,0,332,0,"BAZ1A",2
"BAZ1B",2534.85,-1987.35,4.03502155172414,0.326983643198212,835.2,0.04138,3370.05,0.239655,2952.9,0.04138,965.55,0.07586,"BAZ1B",2
"BAZ2A",330.8,-454.5,3.28453038674033,0.278685922869386,144.8,0,475.6,0,630.1,0,175.6,0.00345,"BAZ2A",1
"BAZ2B",5589.6,-5889.2,3.6998985654253,0.206103988892034,2070.3,0,7659.9,0,7418.1,0,1528.9,0,"BAZ2B",1
"BBC3",4234.6,-986.5,18.3265139116203,0.153436883206041,244.4,0,4479,0,1165.3,0,178.8,0.00345,"BBC3",1
"BBOX1",171.6,-812.1,2.6692607003891,0.323419145213697,102.8,0.86897,274.4,0.50345,1200.3,0,388.2,0,"BBOX1",1
"BBS1",6536,-7990.6,15.1196802765176,0.124308211596839,462.9,0,6998.9,0,9124.9,0,1134.3,0,"BBS1",1
"BBS10",2320.8,-2561.3,13.423982869379,0.111585154353104,186.8,0,2507.6,0,2883,0,321.7,0,"BBS10",1
"BBS12",827.9,-2229.4,6.47915287888815,0.221822751230409,151.1,0,979,0,2864.9,0,635.5,0,"BBS12",1
"BBS2",2941.9,-3305.7,10.1662252687334,0.146034616378197,320.95,0,3262.85,0,3871,0,565.3,0,"BBS2",2
"BBS4",7456.7,-12630.6,16.2801229508197,0.0879050253106969,488,0,7944.7,0,13847.9,0,1217.3,0,"BBS4",1
"BBS5",3640.93333333333,-2807,21.8331108144192,0.0616224648985959,174.766666666667,0,3815.7,0,2991.33333333333,0,184.333333333333,0.02069,"BBS5",3
"BBS7",4288.52,-4971.26,10.9395540722199,0.113882670012976,431.46,0,4719.98,0,5610.16,0,638.9,0.00069,"BBS7",5
"BBS9",3221.85,-2612.25,11.6577902745617,0.174083500640245,302.3,0.00862,3524.15,0,3162.85,0.00517,550.6,0.02586,"BBS9",2
"BBX",5272.5,-9437.1,7.76048211309142,0.233317085059712,779.9,0,6052.4,0,12309,0,2871.9,0,"BBX",1
"BCAM",4352.66666666667,-2686.26666666667,13.8561583144629,0.145435458044813,338.566666666667,0.251723333333333,4691.23333333333,0.232183333333333,3143.43333333333,0.26207,457.166666666667,0.11954,"BCAM",3
"BCAN",332.7,-364.9,3.78721027645909,0.285630383711825,119.366666666667,0.23908,452.066666666667,0.144826666666667,510.8,0.11724,145.9,0.304596666666667,"BCAN",3
"BCAP29",7252.66666666667,-8776.78333333333,13.5417183041762,0.143863488197796,578.283333333333,0.13161,7830.95,0.0425283333333333,10251.6166666667,0.00804666666666667,1474.83333333333,0.00977,"BCAP29",6
"BCAP31",14991.2,-11523.9,2.95562049127934,0.53996958120262,7665.7,0,22656.9,0,25050.3,0,13526.4,0,"BCAP31",1
"BCAR1",998.3,-1824.4,9.91339285714286,0.0890298097568283,112,0.35517,1110.3,0,2002.7,0,178.3,0.00345,"BCAR1",1
"BCAR3",19611.1,-19555.8,10.3484126227476,0.195770720754065,2097.8,0,21708.9,0,24316.2,0,4760.4,0,"BCAR3",1
"BCAR4",281,-283.8,3.80159521435693,0.311165048543689,100.3,0.93103,381.3,0.00345,412,0.01034,128.2,0.36897,"BCAR4",1
"BCAS1",451.6,-1912.4,3.93532661683458,0.0874648088944028,153.85,0.02414,605.45,0,2095.7,0,183.3,0.08793,"BCAS1",2
"BCAS2",10792.8,-10977.5,4.39470952725443,0.28879631489268,3179.3,0,13972.1,0,15435.1,0,4457.6,0,"BCAS2",2
"BCAS3",2191.3,-1451.9,11.9894684052156,0.165478790665594,199.4,0,2390.7,0,1739.8,0,287.9,0,"BCAS3",1
"BCAS4",4137.03333333333,-5179.2,19.1900923347501,0.0688967058781229,227.433333333333,0,4364.46666666667,0,5562.43333333333,0,383.233333333333,0,"BCAS4",3
"BCAT1",394.2,-8780,2.57553956834532,0.085588118894374,250.2,0,644.4,0,9601.8,0,821.8,0,"BCAT1",1
"BCAT2",6738.4,-2054.1,29.9574559518694,0.085196401532021,232.7,0,6971.1,0,2245.4,0,191.3,0.00345,"BCAT2",1
"BCCIP",4302.925,-5016.375,4.61529574861368,0.244809014644281,1190.2,0,5493.125,0,6642.525,0,1626.15,0.0137925,"BCCIP",4
"BCDIN3D",4212.3,-9805.4,7.8828431372549,0.137228332600088,612,0,4824.3,0,11365,0,1559.6,0,"BCDIN3D",1
"BCHE",231.4,-1389.75,2.83796664019063,0.0932076210361477,125.9,0.32414,357.3,0.005175,1532.6,0,142.85,0.49483,"BCHE",2
"BCKDHA",8842.9,-7529,3.5717318598226,0.305077393094155,3438.5,0,12281.4,0,10834.3,0,3305.3,0,"BCKDHA",1
"BCKDHB",9877.025,-7090.1,8.42549712438447,0.158070357725991,1330.15,0.06638,11207.175,0.1258625,8421.25,0.03793,1331.15,0.064655,"BCKDHB",4
"BCKDK",17747.2,-14132.1,2.92435808466343,0.444007742605576,9222.4,0,26969.6,0,25417.8,0,11285.7,0,"BCKDK",1
"BCL10",14913.2,-12377.5,2.70144894466629,0.346726905192934,8765,0,23678.2,0,18946.9,0,6569.4,0,"BCL10",1
"BCL11A",190.9,-495.45,2.54013715207745,0.220592283792819,123.95,0.20431,314.85,0.19138,635.675,0.0025875,140.225,0.285345,"BCL11A",4
"BCL11B",190.6,-1090.75,2.70178571428571,0.125546157854652,112,0.35,302.6,0.477585,1247.35,0.07931,156.6,0.022415,"BCL11B",2
"BCL2",1220.4,-1134.5,5.95996748628328,0.152203560819773,246.05,0.0465525,1466.45,0.018965,1338.175,0.010345,203.675,0.131895,"BCL2",4
"BCL2A1",225.2,-247.3,2.8264395782644,0.366384832180374,123.3,0.02414,348.5,0.0069,390.3,0.01379,143,0.1069,"BCL2A1",1
"BCL2L1",7081.2,-10172.5,8.26724137931035,0.460141485652421,974.4,0,8055.6,0,18842.9,0,8670.4,0,"BCL2L1",2
"BCL2L10",151.1,-156,2.34790365744871,0.439856373429084,112.1,0.34138,263.2,0.71379,278.5,0.84138,122.5,0.58276,"BCL2L10",1
"BCL2L11",3158.93333333333,-4770.3,7.35344596406543,0.0961746149036549,497.2,0,3656.13333333333,0,5277.9,0,507.6,0.0643666666666667,"BCL2L11",3
"BCL2L12",8918.3,-7240.96666666667,3.54449918210522,0.15363456076303,3504.93333333333,0,12423.2333333333,0,8555.36666666667,0,1314.4,0,"BCL2L12",3
"BCL2L13",8849,-8950.4,6.4670703076733,0.205778479777096,1618.6,0,10467.6,0,11269.4,0,2319,0,"BCL2L13",1
"BCL2L14",164.825,-223.75,2.44964819700967,0.371047083626142,113.7,0.3051725,278.525,0.44138,355.75,0.15948,132,0.431895,"BCL2L14",4
"BCL2L15",144.266666666667,-240.9,1.98251986379115,0.340120525931337,146.833333333333,0.16322,291.1,0.3023,365.066666666667,0.165516666666667,124.166666666667,0.526436666666667,"BCL2L15",3
"BCL2L2",11514,-14357,11.1097550267802,0.175917528613576,1138.9,0,12652.9,0,17421.8,0,3064.8,0,"BCL2L2",1
"BCL3",6305.4,-14385,25.1124282982792,0.0681660653093481,261.5,0,6566.9,0,15437.3,0,1052.3,0,"BCL3",1
"BCL6",4581.05,-7299.9,10.7479519097776,0.14803900400894,469.95,0,5051,0,8568.35,0,1268.45,0.001725,"BCL6",2
"BCL6B",158.3,-245.5,2.3861646234676,0.355643044619423,114.2,0.22759,272.5,0.54828,381,0.01724,135.5,0.23793,"BCL6B",1
"BCL7A",256.7,-279.566666666667,3.30293062200957,0.321275390466942,111.466666666667,0.49655,368.166666666667,0.04138,411.9,0.0471233333333333,132.333333333333,0.2977,"BCL7A",3
"BCL7B",14324.4,-13078.8,9.15786776012301,0.182618423396257,1755.9,0,16080.3,0,16000.85,0,2922.05,0,"BCL7B",2
"BCL7C",5295.9,-3520.6,7.80095030178503,0.182700343578791,778.7,0,6074.6,0,4307.6,0,787,0,"BCL7C",1
"BCL9",5376.3,-3563.5,24.0742489270386,0.056776071995765,233,0,5609.3,0,3778,0,214.5,0,"BCL9",1
"BCL9L",2559.1,-4690.6,16.509696969697,0.0935863494946762,165,0,2724.1,0,5174.9,0,484.3,0,"BCL9L",1
"BCLAF1",15890.2,-12315.45,3.85884945801286,0.297792817963075,5558.25,0,21448.45,0,17538.2,0,5222.75,0,"BCLAF1",2
"BCMO1",356.2,-426.2,2.94326241134752,0.244192232665366,183.3,0,539.5,0,563.9,0.00345,137.7,0.1931,"BCMO1",1
"BCO2",226.2,-210.1,3.175,0.370581186339125,104,0.79655,330.2,0.01724,333.8,0.14828,123.7,0.53448,"BCO2",1
"BCOR",10713.2666666667,-8704.9,7.32051130776795,0.11761247486949,1695,0,12408.2666666667,0,9865.16666666667,0,1160.26666666667,0,"BCOR",3
"BCORL1",1015.6,-1753.6,7.40353089533417,0.098359812843848,158.6,0,1174.2,0,1944.9,0,191.3,0.00345,"BCORL1",1
"BCORL2",177.9,-184.6,2.56740088105727,0.40681233933162,113.5,0.25517,291.4,0.25172,311.2,0.34138,126.6,0.44483,"BCORL2",1
"BCR",2670.7,-7693.7,18.1565310492505,0.0715417786287792,155.666666666667,0,2826.36666666667,0,8286.53333333333,0,592.833333333333,0,"BCR",3
"BCS1L",11032.6,-13889,10.0520183787332,0.297627235213205,1218.8,0,12251.4,0,19774.4,0,5885.4,0,"BCS1L",1
"BDH1",1239.96666666667,-1264.9,8.05729463099981,0.172943638027985,175.7,0.250573333333333,1415.66666666667,0.02184,1529.4,0.12069,264.5,0.15632,"BDH1",3
"BDH2",1002,-1582.8,6.93250444049734,0.159158521036974,168.9,0,1170.9,0,1882.4,0,299.6,0,"BDH2",1
"BDKRB1",192.8,-174.9,2.89763779527559,0.429549902152642,101.6,0.8931,294.4,0.1931,306.6,0.4,131.7,0.3069,"BDKRB1",1
"BDKRB2",182.7,-204.3,2.71549295774648,0.398763978811065,106.5,0.68966,289.2,0.27241,339.8,0.12069,135.5,0.23793,"BDKRB2",1
"BDNF",172.7,-3450.65714285714,2.49764618434093,0.226674179678371,115.314285714286,0.314777142857143,288.014285714286,0.34926,4462.1,0.126108571428571,1011.44285714286,0.20197,"BDNF",7
"BDNFOS",649.4,-753.6,5.20868438107583,0.208735825283494,154.3,0,803.7,0,952.4,0,198.8,0.00345,"BDNFOS",1
"BDP1",7555,-6981.4,10.0392438382388,0.0898851503734894,835.8,0,8390.8,0,7670.9,0,689.5,0,"BDP1",1
"BECN1",10025.4,-10354.8,6.9501454092231,0.249815257552706,1684.9,0,11710.3,0,13803,0,3448.2,0,"BECN1",1
"BEGAIN",3194.9,-178.5,6.76176735798016,0.401207648440121,554.5,0,3749.4,0,298.1,0.56552,119.6,0.68276,"BEGAIN",1
"BEND2",180.2,-177.9,2.52067510548523,0.423525599481529,118.5,0.10345,298.7,0.16897,308.6,0.36897,130.7,0.32414,"BEND2",1
"BEND3",3446.73333333333,-2376.26666666667,7.97531030760928,0.15512521184683,494.133333333333,0.12184,3940.86666666667,0.00115,2812.56666666667,0.0218366666666667,436.3,0.03793,"BEND3",3
"BEND4",164.15,-184.4,2.52343387470998,0.408784866944534,107.75,0.593105,271.9,0.57241,311.9,0.339655,127.5,0.431035,"BEND4",2
"BEND5",193.9,-222.9,2.54748603351955,0.397404703974047,125.3,0.01724,319.2,0.04828,369.9,0.02414,147,0.05862,"BEND5",1
"BEND6",169.05,-474.1,2.37494916632778,0.210425514197685,122.95,0.07069,292,0.35345,600.45,0,126.35,0.44138,"BEND6",2
"BEND7",1964.4,-3779.33333333333,7.53783004215664,0.173012399708242,300.466666666667,0.305746666666667,2264.86666666667,0.190803333333333,4570,0.0448266666666667,790.666666666667,0.0965533333333333,"BEND7",3
"BEST1",169.8,-171.4,2.46505608283003,0.426180113826582,115.9,0.15862,285.7,0.32069,298.7,0.55172,127.3,0.41034,"BEST1",1
"BEST2",173.5,-196.8,2.67957405614714,0.381132075471698,103.3,0.84138,276.8,0.46897,318,0.26897,121.2,0.62759,"BEST2",1
"BEST3",208.8,-347.8,2.95322731524789,0.268713204373423,106.9,0.66897,315.7,0.06207,475.6,0.0069,127.8,0.38621,"BEST3",1
"BEST4",609.7,-727.8,5.74844236760125,0.185450475657527,128.4,0.00345,738.1,0,893.5,0,165.7,0.01379,"BEST4",1
"BET1",5865.5,-7183.2,3.78593141445806,0.346357887074025,2105.4,0,7970.9,0,10989.5,0,3806.3,0,"BET1",1
"BET1L",1089.4,-4033.7,7.61043689320388,0.148433541631481,164.8,0,1254.2,0,4736.8,0,703.1,0,"BET1L",1
"BET3L",203.1,-163.9,2.82152466367713,0.448519515477793,111.5,0.38621,314.6,0.06552,297.2,0.57241,133.3,0.28621,"BET3L",1
"BEX1",113.6,-160.9,1.82259232440261,0.421014753508456,138.1,0,251.7,0.93103,277.9,0.84138,117,0.8069,"BEX1",1
